"city","census_tract","ses_percentile","ses_score","pop_black","pop_female","pop_native_american","pop_non_citizen","pop_snap","pop_pacific_islander","avg_edu","median_income","median_rent","unemployed_percentage","percent_poverty_150"
"Los Angeles",42003010300,34,-0.694627043352999,0.0524787859275853,-0.903959574413835,0.228264784694686,-0.332600788076831,-1.4218238896436,-0.0165522904816013,-0.762968868752037,-0.782917732457524,0.563679478041539,0.855559151025112,1.55641235279319
"Los Angeles",42003020100,94,3.2084279651804,-0.744568020761795,0.309928516532389,-0.16136820583795,0.330656282337577,-1.26356207571745,-0.357080526283046,1.32851478174203,1.67650369855267,2.44502529465072,-0.888345174345346,-0.589020300499317
"Los Angeles",42003020300,100,4.41214548193415,-0.928873499845435,-0.52999236721113,-0.607048807073336,1.08966048957772,-1.23524058676428,-0.357080526283046,1.72946502713477,2.49659779964301,3.55989688967838,-0.799739756970756,-1.26538965021966
"Los Angeles",42003030500,11,-3.08946770580208,1.81859342650524,0.118006521893306,0.530164994733876,-0.516397221690259,0.263179134750866,-0.357080526283046,-0.894862082742917,-1.24461711865148,-0.489254806151252,2.17189617574653,1.09389454950879
"Los Angeles",42003040200,37,-0.5103128336223,0.340942600758081,1.52299558737701,-0.106443240374487,0.784681644512807,-0.937741042871033,-0.357080526283046,0.213727003446876,-0.490266472847443,-0.353766938699973,0.878196281009606,1.55865537984587
"Los Angeles",42003040400,91,3.05998931067732,-0.629852480609513,0.342057662375981,-0.607048807073336,1.96576060417006,-1.50452539087848,-0.357080526283046,1.70944156626981,-0.864247506571179,0.695296263565638,-0.991000836632378,0.553217359976714
"Los Angeles",42003040500,63,0.659586402581774,-0.941854528829073,0.062811904238259,-0.607048807073336,0.426826574018782,-1.60859484118594,-0.357080526283046,0.172393337548056,-1.03909519364895,0.784331147890764,-0.398980374280767,2.50401993275172
"Los Angeles",42003040600,47,0.087323549913813,-0.72267536860497,0.0128174394521052,0.223643309309889,0.229149014613111,-1.4290468263297,-0.357080526283046,-1.06233286642953,-0.604128156606559,0.846268458725634,-0.0945358750099982,1.72240270984174
"Los Angeles",42003040900,38,-0.425271932957648,-0.288484616987123,-0.748268920934776,-0.406806580393797,-0.382894386372685,-0.813844620659721,-0.357080526283046,-0.143925859508017,-0.930172198122916,0.710780591274356,0.792906939229737,1.83176898550602
"Los Angeles",42003050100,4,-3.77754815234519,2.0664778781466,1.08351948077448,-0.607048807073336,-0.62144061990982,1.43353964470756,-0.357080526283046,-0.990651268376745,-0.415687749621216,-1.0815303410097,1.8093111520778,1.82554194538385
"Los Angeles",42003050600,29,-1.04258264442252,1.65700641566128,0.296162289488638,-0.607048807073336,-0.478128298836112,0.180960118015645,-0.357080526283046,-0.194879469913578,0.144422928703575,-0.926687063922522,-0.303003996165241,-0.238924274142002
"Los Angeles",42003050900,2,-5.20347268269774,2.26295509642397,0.754406873407714,-0.607048807073336,-0.582334448814494,1.02825277361286,-0.357080526283046,-1.19517649740355,-0.221493091208334,-2.37447170468761,3.83623830753597,2.47355697284874
